Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	192	,▁	6517693	3530	3841	0.897762	0.840428	0.868149
2	195	.▁	4553243	1942	1907	0.961868	0.956741	0.959298
3	208	die▁	3137091	1220	1298	0.745513	0.715224	0.730054
4	202	der▁	3020412	1139	1153	0.719377	0.706229	0.712743
5	210	und▁	2917607	1012	988	0.874653	0.893793	0.88412
6	225	in▁	1567968	827	838	0.727416	0.709356	0.718272
7	240	zu▁	1168779	594	628	0.665114	0.636714	0.650604
8	213	den▁	1087307	482	469	0.60665	0.626052	0.616199
9	249	von▁	1079850	538	539	0.615272	0.615761	0.615516
10	255	ist▁	926285	303	302	0.702719	0.704106	0.703412
11	256	für▁	882056	327	332	0.673865	0.676304	0.675082
12	260	mit▁	777329	338	301	0.637913	0.723827	0.678159
13	281	das▁	766222	357	351	0.636943	0.655518	0.646097
14	268	auf▁	732641	287	306	0.557034	0.519254	0.537481
15	278	des▁	706129	270	280	0.629944	0.605578	0.61752
16	258	eine▁	654182	302	312	0.684364	0.660072	0.671998
17	304	im▁	591555	257	233	0.582979	0.637072	0.608826
18	310	Sie▁	582377	125	152	0.75817	0.620596	0.682519
19	312	nicht▁	570670	229	241	0.834906	0.798165	0.816122
20	314	werden▁	549319	158	145	0.605442	0.679293	0.640245
21	218	es▁	543857	267	290	0.621148	0.562016	0.590104
22	316	dass▁	538524	469	436	0.694779	0.743655	0.718387
23	273	ein▁	522335	259	261	0.668073	0.667364	0.667718
24	324	sich▁	515277	258	235	0.48429	0.52968	0.505969
25	295	dem▁	514360	235	216	0.506977	0.546117	0.525819
26	327	Die▁	500440	205	205	0.660891	0.660099	0.660495
27	332	wir▁	479171	104	111	0.869732	0.801215	0.834069
28	338	auch▁	440536	87	73	0.582353	0.684932	0.629491
29	346	sind▁	410391	120	147	0.647826	0.553788	0.597127
30	351	(▁	398746	33	28	0.6875	0.814815	0.745763
31	354	)▁	395329	33	28	0.6875	0.814815	0.745763
32	364	wird▁	385972	171	167	0.675	0.6875	0.681193
33	293	an▁	383898	230	201	0.518341	0.594982	0.554024
34	335	-▁	356624	58	131	0.792683	0.326733	0.462733
35	355	als▁	354719	234	232	0.724299	0.726636	0.725465
36	5	▁	341546	196	199	0.737288	0.721311	0.729212
37	395	oder▁	334118	71	77	0.95	0.913978	0.931641
