Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	138	the▁	46682	3630	4235	0.812712	0.707523	0.756478
2	5	▁	44806	5493	4709	0.687338	0.804403	0.741277
3	142	,▁	38245	3176	2987	0.674488	0.739997	0.705726
4	148	.▁	30480	2889	2923	0.985766	0.973793	0.979743
5	11	n	29260	2605	2290	0.58743	0.660851	0.621981
6	132	s▁	25961	3017	2614	0.599433	0.692634	0.642672
7	155	of▁	24386	1645	2128	0.679174	0.548181	0.606687
8	17	c	24271	1875	1793	0.574168	0.624329	0.598198
9	156	to▁	22213	1714	1751	0.584462	0.589034	0.586739
10	157	and▁	21974	1381	1402	0.877068	0.859652	0.868273
11	131	e▁	19798	1981	1799	0.51942	0.57424	0.545456
12	163	a▁	18377	1740	1769	0.723252	0.719362	0.721302
13	10	i	17525	1574	1438	0.550251	0.613324	0.580078
14	145	re	17079	1419	1413	0.563159	0.582832	0.572826
15	6	e	16552	1773	1364	0.489877	0.635967	0.553444
16	19	m	16240	1503	1551	0.558281	0.562791	0.560527
17	165	in▁	15715	1365	1584	0.670532	0.606591	0.636961
18	21	f	15549	1432	1285	0.526232	0.584382	0.553784
19	12	s	14840	1815	1131	0.369908	0.589024	0.454432
20	139	in	14331	997	946	0.521081	0.547196	0.53382
21	141	y▁	13790	1107	1101	0.566049	0.584038	0.574903
22	15	l	13512	1385	1115	0.464654	0.573861	0.513516
23	134	t▁	13006	1201	955	0.408966	0.506329	0.452469
24	7	t	12893	1162	914	0.452447	0.585247	0.510349
25	159	ed▁	12783	1317	1076	0.450957	0.547141	0.494415
26	22	g	12712	1245	1051	0.470972	0.555309	0.509676
27	14	h	12053	1582	1218	0.497073	0.65252	0.564287
28	164	es▁	11980	861	798	0.434241	0.473788	0.453154
29	252	de	11850	819	927	0.471135	0.436877	0.45336
30	140	an	11724	1034	1062	0.613009	0.594089	0.603401
31	161	is▁	11598	780	976	0.610749	0.51408	0.55826
32	162	ing▁	11539	1217	649	0.290508	0.530836	0.375512
33	27	v	10698	761	692	0.44584	0.492285	0.467913
34	136	d▁	10604	1600	1160	0.439943	0.608826	0.510786
35	16	d	10566	1211	1091	0.532244	0.613902	0.570164
36	13	r	10537	1277	1164	0.552064	0.609889	0.579538
37	24	w	10484	1325	1125	0.49332	0.593291	0.538707
38	8	o	10169	1158	960	0.510303	0.623382	0.561203
39	185	that▁	10133	632	704	0.53869	0.492499	0.51456
40	137	er	9357	778	788	0.51391	0.505846	0.509846
41	149	al	9249	869	752	0.524778	0.615176	0.566393
42	174	al▁	9081	644	655	0.522283	0.529353	0.525794
43	25	b	9062	857	724	0.446514	0.539451	0.488602
44	20	p	8678	998	710	0.403959	0.56289	0.470362
45	153	on▁	8636	759	594	0.436312	0.576807	0.496818
46	254	ne	8621	772	654	0.468395	0.549942	0.505903
47	193	pro	8556	396	426	0.56044	0.534369	0.547094
48	150	ar	8542	913	847	0.527888	0.571559	0.548856
49	260	le	8141	696	597	0.408737	0.480845	0.441868
50	18	u	8046	1003	835	0.475266	0.575437	0.520577
51	310	me	7951	569	572	0.535483	0.538672	0.537073
