Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	133	the▁	1440784	3633	3925	0.851164	0.789882	0.819378
2	136	,▁	1193305	3176	3457	0.752216	0.813957	0.781869
3	139	.▁	1020800	2871	3024	0.993385	0.960758	0.976799
4	149	of▁	756838	1646	1758	0.732793	0.695563	0.713692
5	150	and▁	698636	1327	1358	0.92668	0.900438	0.91337
6	151	to▁	647403	1628	1457	0.708088	0.794627	0.748866
7	5	▁	545086	1474	1360	0.72893	0.795155	0.760604
8	153	a▁	543801	1558	1514	0.803696	0.834554	0.818834
9	159	in▁	478011	1352	1420	0.75086	0.748498	0.749677
10	158	is▁	348896	768	855	0.720073	0.654071	0.685487
11	126	s▁	338960	1407	1046	0.559793	0.760936	0.645048
12	148	on▁	270355	718	666	0.650883	0.704963	0.676844
13	188	that▁	260561	632	688	0.613542	0.566335	0.588994
14	154	ed▁	256290	935	912	0.624265	0.646296	0.63509
15	11	n	245775	809	709	0.636008	0.722659	0.67657
16	193	for▁	244873	587	490	0.617105	0.745995	0.675457
17	125	e▁	218064	679	639	0.634648	0.684829	0.658785
18	129	t▁	214021	839	645	0.539501	0.694444	0.607245
19	10	i	188786	494	490	0.709007	0.715802	0.712388
20	155	ing▁	183499	524	384	0.394231	0.543129	0.456854
21	157	es▁	171490	461	473	0.636104	0.612549	0.624104
22	223	with▁	167756	405	405	0.695652	0.696721	0.696186
23	211	are▁	166101	380	374	0.593658	0.604106	0.598836
24	226	The▁	162404	577	606	0.809441	0.770278	0.789374
25	227	be▁	159969	338	315	0.619577	0.667239	0.642525
26	35	-	157348	523	338	0.436328	0.684837	0.533041
27	178	as▁	155062	370	334	0.647396	0.70605	0.675452
28	6	e	151780	519	476	0.692237	0.745696	0.717973
29	13	s	146276	619	519	0.65395	0.792998	0.716793
30	32	S	144794	389	400	0.863112	0.840376	0.851592
31	174	an▁	143109	444	446	0.725191	0.722793	0.72399
32	135	y▁	142613	478	429	0.667649	0.739149	0.701582
33	237	I▁	142349	211	215	0.967033	0.960383	0.963696
34	231	it▁	137579	430	380	0.588358	0.677875	0.629953
35	17	c	137134	485	439	0.654486	0.736364	0.693015
36	244	this▁	133417	208	216	0.637353	0.610048	0.623402
37	33	C	129649	291	309	0.873077	0.826618	0.849212
