Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	193	,▁	1438900	3761	4677	0.89444	0.762502	0.823218
2	5	▁	1135064	2870	2805	0.721297	0.739017	0.730049
3	196	.▁	1080758	2897	3182	0.994694	0.952539	0.973161
4	7	n	772156	2477	2417	0.714043	0.731034	0.722439
5	203	der▁	731885	1815	1825	0.65894	0.666168	0.662534
6	209	die▁	690807	1736	1850	0.68541	0.647741	0.666043
7	185	en▁	668425	1770	1815	0.64533	0.640678	0.642996
8	211	und▁	660927	1285	1314	0.8737	0.858614	0.866092
9	186	e▁	551784	1516	1506	0.643186	0.645618	0.6444
10	188	t▁	549800	1655	1504	0.589835	0.646914	0.617057
11	10	t	429706	1172	1124	0.627386	0.653395	0.640127
12	184	er	402796	1108	1078	0.600018	0.608738	0.604347
13	192	s▁	383824	1011	992	0.595784	0.62018	0.607737
14	16	l	378781	1108	1055	0.634402	0.670184	0.651803
15	226	in▁	376926	1041	1004	0.629608	0.64873	0.639026
16	25	k	373759	1137	1135	0.683133	0.683187	0.68316
17	14	u	360927	1130	1076	0.69186	0.73219	0.711454
18	214	den▁	355717	1014	880	0.532803	0.619611	0.572937
19	21	b	354859	1012	998	0.674083	0.684029	0.67902
20	191	er▁	342669	1314	1376	0.712936	0.681758	0.696998
21	221	ten▁	308502	997	918	0.557471	0.596684	0.576412
22	187	ch	293718	764	753	0.6125	0.627482	0.6199
23	18	g	288995	1040	1271	0.718017	0.59203	0.648966
24	29	p	287752	717	764	0.682198	0.641204	0.661066
25	22	f	278634	760	736	0.574542	0.601323	0.587627
26	242	zu▁	273747	678	820	0.59007	0.501656	0.542283
27	13	d	266123	764	754	0.659613	0.656836	0.658222
28	8	i	259701	593	662	0.755589	0.674895	0.712966
29	15	h	259446	945	903	0.620638	0.646831	0.633464
30	229	te▁	256303	1325	1401	0.664485	0.638853	0.651417
31	11	s	255575	738	708	0.648916	0.683275	0.665652
32	6	e	255035	700	656	0.596543	0.645143	0.619892
33	232	be	253734	624	622	0.517718	0.522796	0.520244
34	208	in	250247	683	660	0.667242	0.701802	0.684086
35	12	a	247955	791	813	0.709531	0.695864	0.702631
36	250	von▁	246126	651	698	0.558394	0.518736	0.537835
37	40	F	244207	830	802	0.745255	0.777989	0.76127
38	223	ung▁	243472	478	463	0.526336	0.542184	0.534143
39	245	ver	243399	738	667	0.543524	0.601852	0.571203
40	198	st	240025	646	574	0.546112	0.622073	0.581623
41	202	sch	239980	687	600	0.565966	0.648868	0.604589
42	219	es▁	236858	579	618	0.512292	0.496534	0.50429
43	17	o	221994	678	680	0.737391	0.750505	0.74389
44	241	gen▁	220529	605	543	0.484046	0.527211	0.504707
45	26	z	218945	640	631	0.640529	0.65132	0.645879
46	9	r	217981	825	772	0.609405	0.648092	0.628154
47	38	P	216573	663	675	0.771853	0.757728	0.764725
48	45	-	210201	718	698	0.569191	0.597302	0.582908
49	256	ist▁	207953	364	457	0.637427	0.514968	0.569691
50	31	S	207101	694	687	0.776631	0.783274	0.779938
51	257	für▁	206632	447	457	0.58933	0.566747	0.577818
