Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	184	,▁	724213	3761	4459	0.877089	0.769587	0.819829
2	187	.▁	505230	2778	2915	0.996209	0.953996	0.974646
3	200	die▁	347912	1730	1968	0.700381	0.621414	0.658539
4	194	der▁	334808	1609	1758	0.645521	0.592834	0.618057
5	203	und▁	320884	1235	1275	0.879473	0.865095	0.872225
6	217	in▁	174189	951	990	0.624315	0.604839	0.614423
7	232	zu▁	129474	633	775	0.567379	0.469101	0.513581
8	205	den▁	121287	642	648	0.536468	0.528626	0.532518
9	242	von▁	119620	618	764	0.572243	0.471651	0.5171
10	247	ist▁	102746	362	471	0.630882	0.495283	0.554919
11	248	für▁	96925	413	437	0.569705	0.538203	0.553506
12	271	das▁	85416	532	468	0.474138	0.52818	0.499702
13	253	mit▁	85308	474	422	0.554033	0.624579	0.587195
14	263	auf▁	80716	427	434	0.513047	0.505863	0.50943
15	267	des▁	78482	406	420	0.548535	0.521164	0.534499
16	250	eine▁	72746	350	430	0.563131	0.459506	0.506068
17	297	im▁	65647	351	315	0.445988	0.498294	0.470692
18	302	Sie▁	64090	91	174	0.791667	0.424342	0.552525
19	304	nicht▁	63583	333	349	0.804671	0.772119	0.788059
20	210	es▁	63500	358	359	0.397059	0.398176	0.397617
21	306	werden▁	60857	207	270	0.571782	0.441634	0.498351
22	265	ein▁	57732	343	361	0.563272	0.540686	0.551748
23	315	sich▁	57480	364	239	0.331884	0.506494	0.401006
24	288	dem▁	56959	364	367	0.419763	0.43047	0.425049
25	316	dass▁	56952	329	498	0.765677	0.496732	0.602556
26	319	Die▁	55352	341	439	0.715543	0.557078	0.626444
27	5	▁	51715	317	324	0.551462	0.5301	0.54057
28	327	wir▁	51379	90	99	0.885542	0.804029	0.842819
29	330	auch▁	48950	231	172	0.464602	0.626471	0.533529
30	339	sind▁	45253	176	234	0.579882	0.446759	0.50469
31	346	(▁	43880	73	86	0.654412	0.601351	0.626761
32	351	)▁	43361	73	86	0.654412	0.601351	0.626761
33	354	wird▁	43108	146	262	0.560284	0.32357	0.410229
34	285	an▁	43041	258	244	0.377964	0.395197	0.386388
35	328	-▁	40721	99	183	0.630268	0.382284	0.475909
36	343	als▁	39998	234	263	0.718468	0.632667	0.672843
37	391	oder▁	36856	132	140	0.878049	0.832051	0.854431
